DATASET_COLORSTRIP

SEPARATOR TAB

DATASET_LABEL	ponA 537
COLOR	#88419d

LEGEND_TITLE	ponA 537
ERR3578861	#b3cde3	Y
ERR3578863	#b3cde3	Y
ERR3578865	#b3cde3	Y
ERR3578866	#b3cde3	Y
ERR3578867	#b3cde3	Y
ERR3578869	#b3cde3	Y
ERR3578870	#b3cde3	Y
ERR3578871	#b3cde3	Y
ERR3578874	#b3cde3	Y
ERR3578875	#b3cde3	Y
ERR3578876	#b3cde3	Y
ERR3578877	#b3cde3	Y
ERR3578878	#b3cde3	Y
ERR3578879	#b3cde3	Y
ERR3578880	#b3cde3	Y
ERR3578882	#b3cde3	Y
ERR3578883	#b3cde3	Y
ERR3578886	#b3cde3	Y
ERR3578887	#b3cde3	Y
ERR3578889	#b3cde3	Y
ERR3578890	#b3cde3	Y
ERR3578891	#b3cde3	Y
ERR3578892	#b3cde3	Y
ERR3578894	#b3cde3	Y
ERR3578895	#b3cde3	Y
ERR3578896	#b3cde3	Y
ERR3578897	#b3cde3	Y
ERR3578899	#b3cde3	Y
ERR3578900	#b3cde3	Y
ERR3578901	#b3cde3	Y
ERR3578902	#b3cde3	Y
ERR3578903	#b3cde3	Y
ERR3578904	#b3cde3	Y
ERR3578906	#b3cde3	Y
ERR3578908	#b3cde3	Y
ERR3578909	#b3cde3	Y
ERR3578910	#b3cde3	Y
ERR3578913	#b3cde3	Y
ERR3578914	#b3cde3	Y
ERR3578915	#b3cde3	Y
ERR3578917	#b3cde3	Y
ERR3578918	#b3cde3	Y
ERR3578919	#b3cde3	Y
ERR3578920	#b3cde3	Y
ERR3578921	#b3cde3	Y
ERR3578922	#b3cde3	Y
ERR3578924	#b3cde3	Y
ERR3578926	#b3cde3	Y
ERR3578927	#b3cde3	Y
ERR3578928	#b3cde3	Y
ERR3578929	#b3cde3	Y
ERR3578932	#b3cde3	Y
ERR3578933	#b3cde3	Y
ERR3578934	#b3cde3	Y
ERR3578935	#b3cde3	Y
ERR3578937	#b3cde3	Y
ERR3578938	#b3cde3	Y
ERR3578939	#b3cde3	Y
ERR3578940	#b3cde3	Y
ERR3578941	#b3cde3	Y
ERR3578942	#b3cde3	Y
ERR3578943	#b3cde3	Y
ERR3578946	#b3cde3	Y
ERR3578947	#b3cde3	Y
ERR3578949	#b3cde3	Y
ERR3578951	#b3cde3	Y
ERR3578952	#b3cde3	Y
ERR3578953	#b3cde3	Y
ERR3578957	#b3cde3	Y
ERR3578959	#b3cde3	Y
ERR3578960	#b3cde3	Y
ERR3578961	#b3cde3	Y
ERR3578964	#b3cde3	Y
ERR3578966	#b3cde3	Y
ERR3578967	#b3cde3	Y
ERR3578968	#b3cde3	Y
ERR3578969	#b3cde3	Y
ERR3578970	#b3cde3	Y
ERR3578971	#b3cde3	Y
ERR3578972	#b3cde3	Y
ERR3578974	#b3cde3	Y
ERR3578975	#b3cde3	Y
ERR3578977	#b3cde3	Y
ERR3578978	#b3cde3	Y
ERR3578979	#b3cde3	Y
ERR3578980	#b3cde3	Y
ERR3578982	#b3cde3	Y
ERR3578983	#b3cde3	Y
ERR3578985	#b3cde3	Y
ERR3578987	#b3cde3	Y
ERR3578988	#b3cde3	Y
ERR3578989	#b3cde3	Y
ERR3578990	#b3cde3	Y
ERR3578993	#b3cde3	Y
ERR3578994	#b3cde3	Y
ERR3578995	#b3cde3	Y
ERR3578996	#b3cde3	Y
ERR3578997	#b3cde3	Y
ERR3578998	#b3cde3	Y
ERR3578999	#b3cde3	Y
ERR3579000	#b3cde3	Y
ERR3579001	#b3cde3	Y
ERR3579002	#b3cde3	Y
ERR3579003	#b3cde3	Y
ERR3579005	#b3cde3	Y
ERR3579006	#b3cde3	Y
ERR3579007	#b3cde3	Y
ERR3579008	#b3cde3	Y
ERR3579009	#b3cde3	Y
ERR3579010	#b3cde3	Y
ERR3579011	#b3cde3	Y
ERR3579012	#b3cde3	Y
ERR3579013	#b3cde3	Y
ERR3579015	#b3cde3	Y
ERR3579016	#b3cde3	Y
ERR3579017	#b3cde3	Y
ERR3579018	#b3cde3	Y
ERR3579019	#b3cde3	Y
ERR3579021	#b3cde3	Y
ERR3579023	#b3cde3	Y
ERR3579024	#b3cde3	Y
ERR3579025	#b3cde3	Y
ERR3579029	#b3cde3	Y
ERR3579031	#b3cde3	Y
ERR3579033	#b3cde3	Y
ERR3579037	#b3cde3	Y
ERR3579040	#b3cde3	Y
ERR3579041	#b3cde3	Y
ERR3579042	#b3cde3	Y
ERR3579043	#b3cde3	Y
ERR3579046	#b3cde3	Y
ERR3579047	#b3cde3	Y
ERR3579049	#b3cde3	Y
ERR3579050	#b3cde3	Y
ERR3579051	#b3cde3	Y
ERR3579052	#b3cde3	Y
ERR3579053	#b3cde3	Y
ERR3579054	#b3cde3	Y
ERR3579055	#b3cde3	Y
ERR3579056	#b3cde3	Y
ERR3579058	#b3cde3	Y
ERR3579060	#b3cde3	Y
ERR3579061	#b3cde3	Y
ERR3579062	#b3cde3	Y
ERR3579065	#b3cde3	Y
ERR3579066	#b3cde3	Y
ERR3579067	#b3cde3	Y
ERR3579068	#b3cde3	Y
ERR3579070	#b3cde3	Y
ERR3579071	#b3cde3	Y
ERR3579072	#88419d	C
ERR3579073	#b3cde3	Y
ERR3579074	#b3cde3	Y
ERR3579076	#b3cde3	Y
ERR3579077	#b3cde3	Y
ERR3579078	#b3cde3	Y
ERR3579079	#b3cde3	Y
ERR3579080	#b3cde3	Y
ERR3579082	#b3cde3	Y
ERR3579083	#b3cde3	Y
ERR3579084	#b3cde3	Y
ERR3579085	#b3cde3	Y
ERR3579086	#b3cde3	Y
ERR3579091	#b3cde3	Y
ERR3579093	#b3cde3	Y
ERR3579094	#b3cde3	Y
ERR3579095	#b3cde3	Y
ERR3579096	#b3cde3	Y
ERR3579097	#b3cde3	Y
ERR3579100	#b3cde3	Y
ERR3579101	#b3cde3	Y
ERR3579103	#b3cde3	Y
ERR3579104	#b3cde3	Y
ERR3579105	#b3cde3	Y
ERR3579106	#b3cde3	Y
ERR3579107	#b3cde3	Y
ERR3579110	#b3cde3	Y
ERR3579111	#b3cde3	Y
ERR3579112	#b3cde3	Y
ERR3579113	#b3cde3	Y
ERR3579119	#b3cde3	Y
ERR3579120	#b3cde3	Y
ERR3579121	#b3cde3	Y
ERR3579123	#b3cde3	Y
ERR3579124	#b3cde3	Y
ERR3579125	#b3cde3	Y
ERR3579127	#b3cde3	Y
ERR3579128	#b3cde3	Y
ERR3579129	#b3cde3	Y
ERR3579130	#b3cde3	Y
ERR3579132	#b3cde3	Y
ERR3579133	#b3cde3	Y
ERR3579135	#b3cde3	Y
ERR3579137	#b3cde3	Y
ERR3579138	#b3cde3	Y
ERR3579139	#b3cde3	Y
ERR3579140	#b3cde3	Y
ERR3579141	#b3cde3	Y
ERR3579144	#b3cde3	Y
ERR3579145	#b3cde3	Y
ERR3579146	#b3cde3	Y
ERR3579147	#b3cde3	Y
